,Import Type,Season Stakes*,Total Stakes*,No. of 1-2-3-Starts*,No. of starts in past 10race meetings,Current Stable Location(Arrival Date),Import Date,Trainer,Owner,Current Rating,Start ofSeason Rating,Sire,Dam,Dam's Sire,Same Sire,name,Country of Origin,Age,Colour,Sex,PP Pre-import races footage
1059,PPG,"$924,300","$924,300",1-1-0-3,1,Hong Kong(05/06/2023),05/06/2023,K H Ting,Leon Chan,59,52,Satono Aladdin,Gardenier,Rip Van Winkle,COURIER ALADDIN FLASH POINT KING GLORIOSO MR ALADDIN SPEEDY SMARTIE,2022_H438,NZ,3,Bay,Gelding,
1060,PPG,$0,$0,0-0-0-0,0,Hong Kong(14/03/2024),07/11/2023,F C Lor,Mr & Mrs Alan Ho Pui Lun and Mr & Mrs Norman Tang Fai Ng,52,52,Wrote,Trissie,Giant's Causeway,CHILL CHIBI FAST NETWORK FLYING WROTE TOP TOP TEA VOLCANIC SPARK,2023_J227,NZ,3,Bay,Gelding,
1061,PPG,$0,$0,0-0-0-7,2,Conghua(05/04/2024),26/06/2023,P F Yiu,Ken Chan Chun Ning,38,52,Hellbent,Ivy Blue,Arlington,BEAR CHAMP CRAIG'S MASTER SUPER BEN TATTENHAM,2022_H465,AUS,3,Brown,Gelding,
1062,PP,"$3,070,775","$6,933,275",2-2-7-21,3,Hong Kong(02/01/2024),10/09/2022,A S Cruz,Harry Tsang Cheung Hin,91,87,Twilight Son,Poyle Meg,Dansili,CHARITY GAIN,2022_H139,IRE,5,Chestnut,Gelding,
1063,PPG,"$554,350","$1,785,550",3-0-3-29,1,Hong Kong(23/03/2024),05/07/2021,D J Whyte,"Leung Man Wei, Raymond Ho Hon Yin, Tang Leung Nuen & Stephen Kwok Chiu Kwong",36,40,Deep Field,Prinny's Girl,Commands,J423 J427 ADEFILL ALMIGHTY KICK BLAZING WIND BOOMBAYAH CALIFORNIA DEEPLY CALIFORNIA ICON CALIFORNIA TOUCH CHEER FOR SOUTH CIRCUIT MAXIMUS CIRCUIT SEVEN DAN ATTACK DEEP PURSUIT DENFIELD DIAMOND FLARE DIAMOND SOARS DRACO DRALA DURHAM STAR EVERYONE'S VICTORY FALCON COURT FASHION LEGEND GALLANT GOODY GORGEOUS VITALITY HAYDAY HINOKAMI KAGURA HOWDEEPISYOURLOVE HYPER DRAGON BALL JOY OF SPRING LIFE OF STONE LUCKY ARCHANGEL MASTER MASTERMIND MORE RICE MUGEN NOBLE ONE NOBLE WIN PACKING BOLE PACKING BRILLIANT PARENTS' LOVE ROBOT KNIGHT RUN RUN TIMING SELF IMPROVEMENT SPLENDID STAR SPONGE BABE SPORTS LEGEND SUGAR BALL SUPER ELITE SUPER GLORY SUPER HIGHWAY SUPREME LUCKY TEAM HAPPY THE GOLDEN SCENERY VIGOR ELLEEGANT VIVA GRACIOUSNESS VOYAGE BUBBLE WINNING MONEY YEE CHEONG RAIDER YOO YOO KNIGHT YOUTHFUL DEAL,2021_G025,AUS,6,Bay,Gelding,
1064,PP,"$5,194,200","$14,324,675",5-6-4-37,2,Conghua(03/04/2024),01/03/2021,A S Cruz,Xiao Tan Ping,100,91,Deep Field,Saga's Gift,Real Saga,J423 J427 ADEFILL ALMIGHTY KICK BLAZING WIND BOOMBAYAH CALIFORNIA DEEPLY CALIFORNIA ICON CALIFORNIA TOUCH CHEER FOR SOUTH CIRCUIT MAXIMUS CIRCUIT SEVEN DAN ATTACK DEEP PURSUIT DENFIELD DIAMOND FLARE DIAMOND SOARS DRACO DRALA DURHAM STAR EVERYONE'S VICTORY FALCON COURT FASHION LEGEND GALLANT GOODY GORGEOUS VITALITY HAYDAY HINOKAMI KAGURA HOWDEEPISYOURLOVE HYPER DRAGON BALL JOY OF SPRING LIFE OF STONE LUCKY ARCHANGEL MASTER MASTERMIND MORE RICE MUGEN NOBLE ONE NOBLE WIN PACKING BOLE PACKING BRILLIANT PARENTS' LOVE ROBOT KNIGHT RUN RUN TIMING SELF IMPROVEMENT SPLENDID STAR SPONGE BABE SPORTS LEGEND SUGAR BALL SUPER ELITE SUPER GLORY SUPER HIGHWAY SUPREME LUCKY TEAM HAPPY THE GOOD DEAL VIGOR ELLEEGANT VIVA GRACIOUSNESS VOYAGE BUBBLE WINNING MONEY YEE CHEONG RAIDER YOO YOO KNIGHT YOUTHFUL DEAL,2020_E379,AUS,6,Bay,Gelding,
1065,PP,"$1,497,300","$1,497,300",0-3-1-5,0,Conghua(15/02/2024),26/06/2023,C Fownes,Eddie Junior Yau,68,68,Impending,Isola Blu,Blackfriars,FOREVER CHARM HAPPY FOR ALL SO TREASURE,2022_H459,AUS,4,Bay,Gelding,
1066,PP,"$23,400","$23,400",0-0-0-5,2,Hong Kong(26/06/2023),26/06/2023,Y S Tsui,22/23 Me Tsui Yu Sak Trainer Syndicate,58,64,Epaulette,Swiss Miss,Snowland,J449 ARMOUR EAGLE COPARTNER PRANCE ERNEST FEELING LUCKY ENCOUNTER PAKISTAN LEGACY SUPREME WINNER,2022_H457,AUS,4,Bay,Gelding,
1067,ISG,"$117,000","$117,000",0-0-0-4,2,Hong Kong(07/11/2023),01/07/2023,C Fownes,Eddie Junior Yau,47,52,Acclamation,Above The Mark,Street Cry,BEAUTY CRESCENT LIGHTNING BOLT RICH HORSE ROMANTIC WARRIOR,2022_H489,IRE,4,Bay,Gelding,
1068,PPG,$0,$0,0-0-0-0,0,Conghua(11/03/2024),25/01/2024,J Richards,Leon Chan,52,52,Per Incanto,Caley Marie,Keeper,J409 J421 A AMERIC TE SPECSO AEROINVINCIBLE BABY CRYSTAL BRAVO WARRIOR CAMP FIRE CAN'T GO WONG CIRCUIT VICTORY COLOURFUL PRINCE DUKE WAI FLYING DRAGON GOLDEN LINK GOLDEN LUCK GRAND BOSS HAPPY DAY HEALTHY HEALTHY I GIVE LITTLE BROSE LUCKY FIONN RAGING BLIZZARD RATTAN KINGDOM RATTAN WORLD ROARING BEBE SEIZING THE MOMENT SIXTH GENERATION UNISON WOOD ON FIRE,2023_J352,NZ,3,Bay,Gelding,
1069,PPG,$0,$0,0-0-0-1,1,Hong Kong(19/12/2023),19/12/2023,C S Shum,Mr & Mrs Peter Kung,52,52,Complacent,Thunderchine,Thunder Gulch,BROTHER PEARL,2023_J253,NZ,3,Bay,Colt,
1070,PP,$0,$0,0-0-0-0,0,Conghua(12/01/2024),09/09/2023,C Fownes,Andy Fong Man Chun,69,69,National Defense,Thanks,Kheleyf,SILO,2023_J126,IRE,4,Bay,Gelding,
1071,PPG,$0,$0,0-0-0-0,0,Hong Kong(19/12/2023),19/12/2023,J Size,Cheng Siu Kwong,52,52,Caravaggio,Maewyn,Dream Ahead,CIRCUIT NINE MEANINGFUL DRAGON SILVER UP TURIN MASCOT,2023_J251,AUS,3,Grey,Gelding,
1072,PPG,$0,$0,0-0-0-2,1,Hong Kong(04/04/2024),31/07/2023,C H Yip,Victor Hui Chun Fui,49,52,Spieth,Singularity,Not A Single Doubt,J434 VICTORY MOMENTS,2023_J064,AUS,4,Chestnut,Gelding,
1073,PPG,"$210,450","$1,084,850",0-1-3-22,1,Hong Kong(25/11/2023),09/08/2021,D J Hall,"David Mong Tak Yeung, Jasmie Mong Shuk Mei & Jocelyn Mong Shuk Ching",32,44,Outreach,Adriatic,Sebring,BEAT HOLLOW CARROLL STREET GUSTY FIGHTER SPICY SO SMART,2021_G109,AUS,5,Bay,Horse,
1074,PP,$0,$0,0-0-0-0,0,Hong Kong(09/11/2023),09/11/2023,M Newnham,Mr & Mrs Eddie Li Sing Ip,65,65,Time Test,Super Power,Alamosa,J384 J390 BEAU GOSSE FLAMING RABBIT FUNG HO HO STAR ISLAND GOLDEN LEEDOX MIGHTY STRENGTH OFFROAD MASTER OMAKASE SWEET SMILE TOP GUN,2023_J230,NZ,4,Bay,Gelding,
1075,PPG,$0,$0,0-0-0-0,0,Conghua(11/03/2024),21/12/2023,D J Hall,Stacey Martin Wong,52,52,Swiss Ace,Nana Jean,Rock Of Gibraltar,ACE TALENT AMAZING GALAXY DRAGON AIR FORCE EURO ROCKS FAST SERVE FLYING ACE FORTUNE WARRIOR GIMME FIVE HAROLD WIN JOYFUL LIFE LOST CHILD LOYAL BO BO MARIO MASSIVE TALENT MR ENERGIA NEW POWER TOP PEAK,2023_J281,NZ,3,Bay,Gelding,
1076,PP,"$789,250","$789,250",0-1-1-9,0,Hong Kong(07/12/2023),13/08/2022,Y S Tsui,Ngai Wing Yin,65,64,Kingman,Nimble Thimble,Mizzen Mast,POWERFUL WINGS SUNNY SHINES,2022_H111,GB,5,Bay,Gelding,
1077,PPG,$0,$0,0-0-0-0,0,Hong Kong(30/01/2024),08/07/2023,K H Ting,Cheung Yat Yuen & Yiu King Chuen,,,Ribchester,Mad Existence,Val Royal,AROMATICA,2023_J019,IRE,3,Bay,Colt,
1078,PPG,"$955,650","$2,257,050",2-1-4-19,1,Hong Kong(29/06/2022),29/06/2022,W K Mo,Liu Shun Hong,57,55,Eurozone,Viennese Beauty,Snitzel,H Z TOURBILLON,2021_G458,AUS,5,Bay,Gelding,
1079,PPG,"$883,350","$1,930,950",3-0-2-23,2,Hong Kong(12/10/2023),09/11/2021,J Richards,Chan Wing Chiu & Yildiz Choi Yat Fan,43,44,Darci Brahma,Italic,Medicean,H349 AMAZING TEENS BOURBONAIRE COSMO NAVIGATOR D STAR DARCI JOY FORTUNE RACER FOXHUNTER KING FURTHER FORWARD GOLDEN DARCI JOYFUL HUNTER KING INVINCIBLE SPEED DRAGON,2021_G277,NZ,5,Bay,Gelding,
1080,PP,"$6,924,420","$7,407,420",4-3-0-16,2,Hong Kong(16/02/2024),16/01/2023,D A Hayes,Tak Sum Syndicate,92,61,Written Tycoon,Rainbeam,Fastnet Rock,J404 J412 J413 CHARITY FOR ALL EASON FANTASTIC TREASURE FLYING LUCK GOLDEN RISE GRATEFUL HEART KA YING WARRIOR MERCHANT PRINCE NEVER TOO SOON ORIENTAL TYCOON PATCH OF TIME RIVER VIEWS RUN RUN COOL SING DRAGON WIND SPEEDER,2022_H303,AUS,5,Bay,Gelding,
1081,PP,$0,$0,0-0-0-0,0,Hong Kong(19/12/2023),19/12/2023,F C Lor,Li Xiting,73,73,Time Test,Angel Child,Anabaa,J384 J390 BEAU GOSSE FLAMING RABBIT FUNG HO HO STAR ISLAND GOLDEN LEEDOX MIGHTY STRENGTH OFFROAD MASTER OMAKASE SWEET SMILE TIMES TABLE,2023_J249,NZ,3,Bay,Gelding,
1082,PPG,"$134,550","$134,550",0-0-1-4,1,Hong Kong(16/12/2023),05/06/2023,T P Yung,Vitus Yiu & Florence Yiu,47,52,Swiss Ace,Tessica,Johannesburg,ACE TALENT AMAZING GALAXY DRAGON AIR FORCE EURO ROCKS FAST SERVE FLYING ACE FORTUNE WARRIOR GIMME FIVE HAROLD WIN JOYFUL LIFE LOST CHILD LOYAL BO BO MARIO MASSIVE TALENT MR ENERGIA NEW POWER THUNDERBOLTAURUS B,2022_H441,NZ,4,Bay,Gelding,
1083,PPG,"$625,950","$625,950",0-2-1-3,0,Hong Kong(22/02/2024),28/08/2023,J Size,Wine and Dine Syndicate,55,52,Shooting To Win,Jaylo,Helmet,CHARMANDER DARING PURSUIT DRAGON FOUR SEAS FIREFOOT HAPPY SOUL LESLIE LIFELINE EXPRESS MEGA BONUS MIDORI GLORY,2023_J120,AUS,3,Chestnut,Gelding,
1084,PP,$0,$0,0-0-0-0,0,Hong Kong(19/12/2023),19/12/2023,C W Chang,Hello Hong Kong Syndicate,74,74,Van Nistelrooy,Malibu Maple,Malibu Moon,Nil,2023_J268,CHI,3,Bay,Rig,
1085,PP,"$2,798,250","$2,798,250",1-3-1-13,2,Conghua(05/04/2024),23/08/2022,T P Yung,Tourbillon Prince Syndicate,70,69,Rommel,Colleges,Elusive Quality,Nil,2022_H122,AUS,5,Brown,Gelding,
1086,PPG,"$2,730,480","$9,540,330",6-4-3-42,2,Conghua(05/04/2024),19/12/2020,J Size,Hey Pal Syndicate,70,71,Toronado,Hathfa,Dark Angel,J411 J437 BABY SATELLITE BEAUTY GLORY BEAUTY INFINITY BLESSED NATION CAPTAIN WIN DIAMOND WINNER GOLDEN CHAMPION HAPPY FEELING HELIOS EXPRESS I AM THE BOSS IVICTORIAM LA FORZA MAGNIFICENT NINE MASTER TORNADO OWNERS' PRAISE PACKING POWER RED ELEGANCE SENOR TOBA SIGHT VICTORY STORMTROUPER SWEET ENCOUNTER VERBIER VICTOR THE WINNER,2020_E300,FR,6,Grey,Gelding,
1087,PPG,"$245,700","$1,708,075",2-0-1-17,2,Hong Kong(21/03/2024),05/07/2022,C H Yip,Lucky Star Syndicate,48,60,Wrote,Peggy Hookham,Joyeux Danseur,CHILL CHIBI FAST NETWORK FLYING WROTE THE AZURE VOLCANIC SPARK,2022_H048,NZ,5,Bay,Gelding,
1088,PP,$0,$0,0-0-0-2,0,Hong Kong(06/04/2024),28/08/2023,P C Ng,David Ma Yeuk Lai,63,65,Frankel,Wedding Veil,Dubawi,FIND MY LOVE FRANTANCK,2023_J111,AUS,4,Bay,Gelding,
1089,PP,"$696,150","$1,147,050",0-3-2-21,1,Hong Kong(29/02/2024),16/07/2022,C H Yip,Wong Chun Tat,48,52,Holy Roman Emperor,Apparatchika,Archipenko,AMAZING BOY CERVIN COLOURFUL EMPEROR DRAGON KINGDOM HOLY LAKE LOOKING GREAT LOYAL AMBITION MAXIMIZE HEART MY INTELLIGENT SPARKLING KNIGHT STAR OF GLORY YOU'REMYEVERYTHING,2022_H063,GB,5,Bay,Gelding,
1090,PPG,$0,$0,0-0-0-0,0,Conghua(15/02/2024),08/01/2024,F C Lor,"Kenneth Lam Yiu Kin, Ching Pak Chung & Rudolf Tam Kai Chung",52,52,Charm Spirit,Sarzana,High Chaparral,AWESOME TREASURE CAMINO CHARMING STEED CHEVAL VALIANT DOUBLE BINGO FUN N FUN TOGETHER GLORY CLOUD GO GO GO HAPPY HUNK HONG KONG HALL KA YING VICTORY LADY'S CHOICE LO PAN SPIRIT MASTER OF ALL MILLENNIUM FALCON SILVER SPURS SOARING TOWER TACTICAL COMMAND,2023_J310,NZ,3,Bay,Gelding,
1091,PPG,"$579,150","$579,150",0-1-2-6,2,Conghua(08/04/2024),15/05/2023,C S Shum,"Bernard Man, Stephen Man Shiu Fai & Gerard Man",50,52,Bungle Inthejungle,Ayr Missile,Cadeaux Genereux,ACROSS DA UNIVERSE SUPER BONUS SUPERSONIC,2022_H430,IRE,4,Bay,Gelding,
1092,PP,$0,$0,0-0-0-5,2,Hong Kong(09/11/2023),14/08/2023,A S Cruz,Stella Fung Siu Wan,68,78,Oasis Dream,Fizzi Top,Frankel,KINGLY DEMEANOR,2023_J073,GB,4,Bay,Gelding,
1093,PPG,"$1,365,000","$1,393,350",2-1-1-22,1,Hong Kong(03/03/2021),03/03/2021,K L Man,Ma Shun Ling,31,24,Smart Missile,Anne Of Cleves,Diktat,J366 BEAUTY MISSILE COMMANDING MISSILE CRAZY TREASURE GENERAL WINNER GRAND CONQUEROR GREEN N WHITE HIGH RISE POWER INVINCIBLE MISSILE LAPRAS MIDORI BURLY MISSION BRAVO SPEED SWORD YOUNG VICTORY,2020_E403,NZ,6,Bay,Gelding,
1094,PP,$0,$0,0-0-0-1,1,Hong Kong(04/11/2023),04/11/2023,P C Ng,"Tsoi Huk Yam, Ken Huang Jian Hua, Dr Sheldon Tse Hiu Tung & Wendy Wu Chuwan",72,72,Starspangledbanner,Federation,Motivator,J428 BEAUTY ETERNAL BEAUTY WAVES BLING BLING GENIUS BRILLIANT EXPRESS CALIFORNIA BANNER CALIFORNIA SPANGLE CALIFORNIA STAR CHAMPION DRAGON CITY THUNDER COPARTNER AMBITION DROMBEG BANNER HELENE WARRIOR JAZZ CLUB LUCKY BANNER NORDIC DRAGON PRESTIGE ALWAYS PROSECCO RUBY SAILING SIGHT HAPPY SOLID WIN SPANGLE FORTUNE SPLENDID LIVING STELLAR SWIFT WINNING HEART,2023_J209,GB,3,Chestnut,Gelding,
1095,PP,"$1,340,500","$1,340,500",0-1-0-4,2,Hong Kong(09/09/2023),09/09/2023,F C Lor,23/24 Frankie Lor Fu Chuen Trainer Syndicate,82,80,Justify,Together Forever,Galileo,J364 J441 CALL ME SUPREME JUSTIFY YOURSELF MILES AWAY PRAY FOR MIR,2023_J130,USA,4,Chestnut,Colt,
1096,PP,"$1,006,200","$2,205,350",0-7-3-27,1,Hong Kong(30/08/2021),30/08/2021,K L Man,Lam Suet Wan,49,48,Not A Single Doubt,Siwa,Green Desert,APOLAR FIGHTER FURY AND GOLD HEROIC MASTER LYRICAL MOTION MEEPMEEP NORTHERN BEACHES PAKISTAN FRIEND SKY FOREVER,2021_G150,AUS,6,Bay,Gelding,
1097,PPG,$0,$0,0-0-0-0,0,Conghua(15/02/2024),08/05/2023,J Richards,Yvonne Nattashia Ng,52,52,Per Incanto,Ronda,O'Reilly,J409 J421 A AMERIC TE SPECSO AEROINVINCIBLE BABY CRYSTAL BRAVO WARRIOR CAMP FIRE CAN'T GO WONG CIRCUIT VICTORY COLOURFUL PRINCE DUKE WAI FLYING DRAGON GOLDEN LINK GOLDEN LUCK GRAND BOSS HAPPY DAY HEALTHY HEALTHY I GIVE LITTLE BROSE LUCKY FIONN RAGING BLIZZARD RATTAN KINGDOM RATTAN WORLD ROARING BEBE SEIZING THE MOMENT SIXTH GENERATION THE PRIME WOOD ON FIRE,2022_H423,NZ,4,Bay,Gelding,
1098,PP,"$2,624,000","$4,992,000",2-2-3-15,2,Hong Kong(08/10/2022),08/10/2022,P C Ng,"Dr Sheldon Tse Hiu Tung, Ken Huang Jian Hua & Tsoi Huk Yam",77,70,Caravaggio,Longing,Galileo,CIRCUIT NINE MEANINGFUL DRAGON SILVER UP THE WINNABE,2022_H165,IRE,5,Grey,Gelding,
1099,PP,"$71,750","$71,750",0-0-0-6,1,Conghua(22/03/2024),18/03/2023,J Size,Virginia Siu Leung Hiu Bing,58,66,U S Navy Flag,Stor Mo Chroi,Montjeu,J396 J446 CURRAHEE GET SET WIN GREAT DAYS LAKESHORE HERO MATSU VICTOR RACINGRACE SUPER CHARIZZARD,2022_H357,IRE,4,Bay,Gelding,
1100,PPG,"$1,451,650","$2,566,850",3-2-2-26,2,Hong Kong(03/02/2024),05/07/2021,W Y So,Happy Plus Syndicate,45,40,Headwater,Illinois Magic,Zabeel,J408 DEVAS TWELVE HUGE WIN JAMES TAK SPICY SPANGLE WE ARE HERO,2021_G030,AUS,5,Bay,Gelding,
1101,PPG,$0,$0,0-0-0-1,1,Hong Kong(21/09/2023),21/09/2023,J Size,Vennis Wong Kit Wai,52,52,Pride Of Dubai,Sell In May,Starcraft,J433 J443 DRAGON STAR EXCEPTIONAL WONDER GALLANT WAKING GOLDEN SAMURAI JUMBO FORTUNE LUCKY EIGHT PINGWU SPARKLE TAIHANG SCENERY,2023_J160,AUS,3,Bay,Colt,
1102,PPG,"$1,148,000","$4,275,975",3-2-4-15,1,Hong Kong(30/03/2024),22/02/2022,K W Lui,Alexander Wong,74,70,Shalaa,Aurora's Star,Medaglia d'Oro,HAPPY FAT CAT MULTIDARLING PHILOS SOLID SHALAA SUNNY DARLING WHIZZ KID,2021_G360,AUS,5,Bay,Gelding,
1103,PP,$0,"$114,000",0-0-0-11,1,Hong Kong(06/04/2024),08/10/2022,C S Shum,Robert Ng Chee Siong,45,65,Invincible Spirit,Mejala,Red Ransom,J424 CIRCUIT BLAZING KOLACHI PRINCIPLED SUMMIT IMPACT,2022_H163,IRE,5,Bay,Gelding,
1104,PPG,$0,$0,0-0-0-6,2,Hong Kong(02/04/2024),27/07/2023,C S Shum,Mr & Mrs Chan Wing Kwan,40,52,Reliable Man,Cagliari,O'Reilly,EMBRACES FASTPASS MASSIVE ACTION RELIABLE PROFIT,2023_J048,NZ,4,Bay,Gelding,
1105,PPG,"$23,400","$88,200",0-0-0-9,2,Hong Kong(26/09/2023),11/10/2022,W K Mo,Tang Kun Ping,36,51,Divine Prophet,Glaze,Danzero,KING OBERON SKY PROPHET WAKA WAKA,2022_H200,NZ,4,Brown,Gelding,
1106,PPG,"$1,626,300","$1,917,900",2-2-0-15,2,Conghua(05/04/2024),23/03/2022,C H Yip,Matthew Chan Ting Wah,52,41,Choisir,Fantastic Flo Jo,Fantastic Light,AFFIRM MAGIC PHOENIX,2021_G401,AUS,5,Bay,Gelding,
1107,ISG,"$2,321,675","$2,615,975",3-2-3-27,2,Hong Kong(03/02/2024),28/06/2021,C Fownes,Cheng Chung Wah & Enzo Cheng Tin Hang,45,24,Ocean Park,Eudora,Pins,ASIAN ONE NINJA DERBY SUPER TEN,2020_E495,NZ,6,Bay,Gelding,
1108,PPG,"$385,000","$1,663,600",0-4-4-27,0,Conghua(17/01/2024),05/07/2021,D J Hall,Vamos Syndicate,32,37,All American,Chloe Maree,Elusive Quality,REGENT GLORY,2021_G004,AUS,6,Bay,Gelding,
1109,PPG,"$624,550","$5,426,750",7-0-5-49,1,Conghua(22/03/2024),12/11/2019,D J Whyte,WTC Syndicate,42,58,Salade,Lolly Lover,Fusaichi Pegasus,Nil,2019_D285,AUS,7,Chestnut,Gelding,
1110,PPG,$0,$0,0-0-0-2,2,Hong Kong(27/02/2024),14/10/2023,C Fownes,Alex Shek & Olivia Se,49,52,Toronado,Vadirima,Selkirk,J411 J437 BABY SATELLITE BEAUTY GLORY BEAUTY INFINITY BLESSED NATION CAPTAIN WIN DIAMOND WINNER GOLDEN CHAMPION HAPPY FEELING HELIOS EXPRESS I AM THE BOSS IVICTORIAM LA FORZA MAGNIFICENT NINE MASTER TORNADO OWNERS' PRAISE PACKING POWER RED ELEGANCE SENOR TOBA SIGHT VICTORY STORMTROUPER SWEET ENCOUNTER TORONADO PHANTOM VICTOR THE WINNER,2023_J187,FR,4,Bay,Gelding,
1111,PP,$0,$0,0-0-0-0,0,Hong Kong(24/02/2024),24/02/2024,D J Whyte,Chu Yun Lau,63,63,Estidhkaar,Nimbus Star,Nayef,Nil,2023_J393,IRE,4,Bay,Gelding,
1112,PPG,$0,$0,0-0-0-0,0,Hong Kong(06/04/2024),07/11/2023,P F Yiu,Specific Syndicate,52,52,All Too Hard,Divergence,Big Brown,J342 ALL BEAUTY BEAU CADEAU BOWSER BRAVE JOY BUNDLE OF CHARM CONTI CONTI GREAT LOOKING JOLLY COMPANION KEEFY MUST GO PATCH OF STARS,2023_J216,AUS,3,Chestnut,Gelding,
1113,PP,"$3,322,800","$3,779,925",1-2-2-8,2,Hong Kong(12/03/2024),13/09/2022,F C Lor,Sebastian Man Shiu Wai,75,66,Spieth,Tris,Street Boss,J434 TIGER AND GOLD,2022_H142,AUS,4,Chestnut,Gelding,
1114,PPG,$0,$0,0-0-0-0,0,Hong Kong(20/02/2024),20/02/2024,K L Man,James Ling Chi Fai,52,52,Deep Field,Feeling Positive,Not A Single Doubt,J423 J427 ADEFILL ALMIGHTY KICK BLAZING WIND BOOMBAYAH CALIFORNIA DEEPLY CALIFORNIA ICON CALIFORNIA TOUCH CHEER FOR SOUTH CIRCUIT MAXIMUS CIRCUIT SEVEN DAN ATTACK DEEP PURSUIT DENFIELD DIAMOND FLARE DIAMOND SOARS DRACO DRALA DURHAM STAR EVERYONE'S VICTORY FALCON COURT FASHION LEGEND GALLANT GOODY GORGEOUS VITALITY HAYDAY HINOKAMI KAGURA HOWDEEPISYOURLOVE HYPER DRAGON BALL JOY OF SPRING LIFE OF STONE LUCKY ARCHANGEL MASTER MASTERMIND MORE RICE MUGEN NOBLE ONE NOBLE WIN PACKING BOLE PACKING BRILLIANT PARENTS' LOVE ROBOT KNIGHT RUN RUN TIMING SELF IMPROVEMENT SPLENDID STAR SPONGE BABE SPORTS LEGEND SUGAR BALL SUPER ELITE SUPER GLORY SUPER HIGHWAY SUPREME LUCKY TEAM HAPPY THE GOLDEN SCENERY THE GOOD DEAL VIVA GRACIOUSNESS VOYAGE BUBBLE WINNING MONEY YEE CHEONG RAIDER YOO YOO KNIGHT YOUTHFUL DEAL,2023_J375,AUS,3,Bay,Gelding,
1115,PP,"$279,000","$551,400",0-0-1-13,2,Hong Kong(29/08/2023),08/03/2022,P C Ng,Arnaldo Ho Yau Heng,68,78,Wootton Bassett,Mezzo Mezzo,Mount Nelson,ATOMIC BEAUTY STUNNING PEACH,2021_G368,FR,5,Bay,Gelding,
1116,PPG,$0,$0,0-0-0-0,0,Hong Kong(25/01/2024),25/01/2024,C H Yip,Cheng Ying Yim,52,52,Derryn,Gossiping,Al Akbar,AESTHETICISM FAMILY FORTUNE TELECOM DRAGON,2023_J348,NZ,3,Bay,Gelding,
1117,PP,"$204,600","$204,600",0-0-0-5,2,Conghua(03/04/2024),14/08/2023,A S Cruz,Arnaldo Ho Yau Heng,65,72,Deep Field,Divine City,Ferocity,J423 J427 ADEFILL ALMIGHTY KICK BLAZING WIND BOOMBAYAH CALIFORNIA DEEPLY CALIFORNIA ICON CALIFORNIA TOUCH CHEER FOR SOUTH CIRCUIT MAXIMUS CIRCUIT SEVEN DAN ATTACK DEEP PURSUIT DENFIELD DIAMOND FLARE DIAMOND SOARS DRACO DRALA DURHAM STAR EVERYONE'S VICTORY FALCON COURT FASHION LEGEND GALLANT GOODY GORGEOUS VITALITY HAYDAY HINOKAMI KAGURA HOWDEEPISYOURLOVE HYPER DRAGON BALL JOY OF SPRING LIFE OF STONE LUCKY ARCHANGEL MASTER MASTERMIND MORE RICE MUGEN NOBLE ONE NOBLE WIN PACKING BOLE PACKING BRILLIANT PARENTS' LOVE ROBOT KNIGHT RUN RUN TIMING SELF IMPROVEMENT SPLENDID STAR SPONGE BABE SPORTS LEGEND SUGAR BALL SUPER ELITE SUPER GLORY SUPER HIGHWAY SUPREME LUCKY TEAM HAPPY THE GOLDEN SCENERY THE GOOD DEAL VIGOR ELLEEGANT VOYAGE BUBBLE WINNING MONEY YEE CHEONG RAIDER YOO YOO KNIGHT YOUTHFUL DEAL,2023_J079,AUS,4,Brown,Gelding,
1118,PPG,"$1,382,500","$2,014,300",3-1-2-31,2,Hong Kong(09/11/2021),09/11/2021,K L Man,Dominic Chung Won Lok,32,26,Showcasing,Zafrenzy,Savabeel,DOUBLE SHOW EQUATORIAL GOOD BUDDY PATCH OF KINGDOM SHOW RESPECT,2021_G282,NZ,5,Brown,Gelding,
1119,PP,$0,"$7,012,350",3-10-4-69,0,Hong Kong(16/03/2024),21/10/2017,C H Yip,Leung Lun Ping,32,44,Elzaam,Instant Memories,Ad Valorem,WIN WIN FIGHTER,2017_B213,IRE,10,Bay,Gelding,
1120,PPG,"$358,500","$6,561,260",4-6-2-38,2,Hong Kong(20/01/2021),20/01/2021,K L Man,Viva Guy Syndicate,56,72,El Roca,Catalma,Old Deuteronomy,BULLISH WARRIOR CIRCUIT MIGHTY EIGHTEEN PALMS GUMMY BEAR MR GOOD VIBES,2020_E369,NZ,6,Bay,Gelding,
1121,PPG,"$883,350","$883,350",1-0-1-6,2,Hong Kong(30/11/2023),20/03/2023,P F Yiu,Thomas Lee Ching Kuen,56,52,Wrote,Peggy Hookham,Joyeux Danseur,CHILL CHIBI FAST NETWORK FLYING WROTE THE AZURE TOP TOP TEA,2022_H388,NZ,4,Bay,Gelding,
1122,PPG,"$1,556,100","$1,556,100",2-1-0-3,2,Hong Kong(04/01/2024),17/07/2023,F C Lor,Sunshine And Moonlight Syndicate,66,52,Dissident,Love Commands,Commands,E LEGEND FLYING PHANTOM JOY IN JOY STAR LINE,2023_J026,AUS,4,Brown,Gelding,
1123,PPG,$0,$0,0-0-0-2,1,Hong Kong(14/03/2024),18/09/2023,Y S Tsui,Dr Alan Lee Wai Kin,50,52,Lean Mean Machine,Fair Choice,Redoute's Choice,E TALENT,2023_J150,AUS,3,Bay,Gelding,
